"Category","Sector code","Product code","Product desc","Product Brief Description","Unit","Country","Period","MP Market Price"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199301","34,43"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","GR","199301","29,74"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199301","41,19"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","FR","199301","37,81"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","IT","199301","21,21"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199301","42,20"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199301","34,33"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","GR","199301","25,47"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199301","46,67"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","IT","199301","26,33"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199301","38,83"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","EU","199301","22,99"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","ES","199301","17,98"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","PT","199301","27,99"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199301","39,39"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","199301","43,29"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","199301","34,02"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","FR","199301","39,72"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","199301","26,69"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","199301","50,40"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199301","42,21"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199301","22,92"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199301","17,53"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DK","199301","16,70"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","199301","24,34"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","GR","199301","38,35"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199301","14,55"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199301","26,23"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199301","19,76"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","199301","22,09"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199301","26,71"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199301","23,76"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199301","17,14"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199301","30,37"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199301","24,17"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199301","24,17"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199212","27,29"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199212","22,00"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199212","35,69"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199212","31,73"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199212","19,73"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199212","39,82"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","GR","199212","36,36"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199212","42,66"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","FR","199212","36,86"
"Fruit products","FRL","CLECL1","Clementines","Clementines - Clementines,  Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199212","43,41"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199212","37,87"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","GR","199212","29,09"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199212","47,47"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","IT","199212","38,02"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199212","36,88"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","EU","199212","25,31"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","ES","199212","19,26"
"Fruit products","FRL","ORANAI","Oranges","Oranges, Oranges, Navelinas - Cat. I - Cal. 2-4","€/100 kg net weight","PT","199212","31,35"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199212","35,70"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","199212","36,00"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","199212","35,51"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","FR","199212","33,32"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","199212","26,39"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","199212","42,56"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199212","40,41"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199212","22,94"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199212","18,27"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DK","199212","17,59"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","199212","22,74"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","GR","199212","39,20"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199212","16,35"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199212","24,87"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199212","20,66"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","199212","19,85"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199212","26,95"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199212","26,80"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199212","15,87"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199212","37,73"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199212","24,77"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199212","23,02"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199212","26,53"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199211","32,90"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199211","26,97"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199211","43,76"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199211","34,46"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199211","26,42"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199211","31,15"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","IT","199211","40,26"
"Fruit products","FRL","MANCL1","Mandarins","Mandarins - Mandarines, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199211","22,04"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199211","35,06"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","199211","37,01"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","DE","199211","28,65"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","199211","35,07"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","FR","199211","32,55"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","199211","26,19"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","199211","42,36"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199211","43,59"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199211","22,48"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199211","20,81"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DK","199211","16,32"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","199211","20,98"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","GR","199211","39,21"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199211","15,22"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199211","23,50"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199211","18,80"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","199211","18,99"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199211","28,48"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199211","28,09"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199211","16,83"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199211","39,35"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","EU","199211","40,61"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","IT","199211","40,61"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199211","28,58"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199211","25,37"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","PT","199211","31,79"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199210","46,26"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199210","44,51"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199210","50,62"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199210","54,10"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199210","35,83"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199210","35,64"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","199210","40,59"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","DE","199210","27,92"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","199210","32,65"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","FR","199210","33,59"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","199210","27,69"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","199210","42,76"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199210","44,29"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199210","21,39"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199210","17,32"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DK","199210","31,18"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","199210","21,23"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199210","12,50"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199210","20,91"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199210","19,30"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","199210","18,07"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199210","30,58"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199210","28,03"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199210","18,67"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199210","37,39"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","EU","199210","46,20"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","ES","199210","50,65"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","IT","199210","41,75"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","EU","199210","40,48"
"Fruit products","FRL","SATCL1","Satsumas","Satsumas - Satsumas, Cat. I - Cal. 1x-2","€/100 kg net weight","ES","199210","40,48"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199209","56,45"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199209","81,92"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199209","44,57"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199209","63,47"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199209","35,83"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199209","31,29"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","BE","199209","43,25"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","DE","199209","29,07"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","ES","199209","26,82"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","IT","199209","27,45"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","NL","199209","27,68"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199209","33,50"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199209","21,03"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199209","18,98"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","DE","199209","22,27"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199209","16,16"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199209","16,81"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199209","23,06"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","NL","199209","20,88"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199209","29,08"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199209","30,64"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199209","23,58"
"Fruit products","FRL","POMRED","Apples Red","Apples - Pommes, Red delicious and other red varieties, Cat. I - Cal. 70-80","€/100 kg net weight","PT","199209","37,70"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","EU","199209","38,60"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","ES","199209","44,07"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","IT","199209","33,13"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199208","47,08"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199208","54,63"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199208","37,53"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199208","70,15"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199208","26,01"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","EU","199208","47,04"
"Fruit products","FRL","POICON","Pears","Pears - Poires, Conference, Cat. I, Size 60/65+","€/100 kg net weight","UK","199208","47,04"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","EU","199208","30,54"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","BE","199208","8,24"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","ES","199208","21,91"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","FR","199208","16,80"
"Fruit products","FRL","POMGOD","Apples Golden","Apples - Pommes, Golden Delicious, Cat. I - Cal. 70-80","€/100 kg net weight","IT","199208","75,22"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","EU","199208","47,38"
"Fruit products","FRL","RAIITA","Grapes","Grapes - Raisins, Table, Italia - Cat. I","€/100 kg net weight","ES","199208","47,38"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","EU","199207","49,61"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","GR","199207","50,26"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","ES","199207","54,39"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","FR","199207","55,91"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","IT","199207","48,50"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","PT","199207","38,99"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","EU","199207","34,53"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","GR","199207","32,28"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","ES","199207","37,25"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","IT","199207","47,81"
"Fruit products","FRL","CITCL1","Lemons","Lemons - Citrons,  Cat. I - Cal. 1-3","€/100 kg net weight","PT","199207","20,78"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","EU","199206","49,61"
"Fruit products","FRL","ABRCL1","Apricots","Apricots - Abricots, Cat. I - cal. 45-50","€/100 kg net weight","GR","199206","50,26"
